StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
2208,20,Male,African American,Some College,17.05077481711934,6,No,High,0,1,0,0,4.24
2209,19,Male,Caucasian,Some College,5.158790135738012,14,Yes,Very Low,0,0,1,1,3.06
2210,19,Female,African American,Some College,9.830284516636532,23,No,Low,1,0,0,0,2.7
2211,19,Male,Caucasian,No,19.510546580418037,28,No,Moderate,0,0,0,1,2.74
2212,22,Female,Caucasian,Some College,6.664834811014552,20,Yes,Moderate,1,0,0,1,3.04
2213,20,Female,Caucasian,Some College,11.900926898475223,19,Yes,Moderate,0,1,0,0,3.4
2214,20,Male,Caucasian,Some College,1.8039140040048873,22,No,High,1,1,0,0,2.92
2215,20,Female,Asian,Some College,12.120300049588863,16,No,High,1,0,1,0,3.6
2216,19,Female,Caucasian,High School,1.7926354660923582,5,No,Low,1,0,1,0,3.83
2217,20,Male,Other,Some College,19.184708706476442,14,No,High,0,0,0,0,3.69
2218,20,Female,Other,High School,14.313253041446227,7,No,Moderate,0,1,0,0,4.02
2219,19,Male,African American,Bachelor's,15.763195762714128,6,Yes,Low,0,0,0,0,4.35
2220,21,Male,Caucasian,Some College,14.082087215432736,1,Yes,Very High,0,1,0,0,4.83
2221,19,Male,Caucasian,High School,11.794580721529314,29,No,High,0,1,0,0,2.6
2222,20,Male,Asian,Higher,8.998255621710108,12,No,Very High,1,1,0,0,4.22
2223,19,Female,Caucasian,Some College,17.167467595221247,29,No,Low,0,1,0,0,2.53
2224,21,Male,Caucasian,No,19.13671335086126,22,No,Low,1,0,1,0,2.9
2225,19,Male,African American,Some College,9.980723458081627,28,No,Moderate,0,1,0,0,2.22
2226,20,Female,Asian,High School,18.63070098310524,5,No,High,0,1,0,0,4.47
2227,21,Male,Asian,Bachelor's,11.66665819977035,28,No,Low,0,0,0,0,2.16
2228,22,Male,Caucasian,Bachelor's,10.767683737928664,4,No,High,1,1,1,0,4.64
2229,20,Female,African American,Higher,9.089654659107133,19,No,Moderate,0,1,0,0,3.21
2230,21,Female,Caucasian,Some College,4.185755230602397,0,No,Moderate,1,1,0,0,4.51
2231,21,Female,Caucasian,Some College,0.07439321636118379,28,No,High,0,0,0,0,2.02
2232,22,Female,Asian,Some College,4.830124537121225,17,No,High,1,0,0,0,3.23
2233,19,Female,Caucasian,High School,10.194463432071304,14,No,Very Low,0,0,0,0,3.28
2234,19,Female,Caucasian,Some College,7.599199045195051,22,No,Very High,0,1,1,0,3.11
2235,20,Female,Caucasian,Some College,8.969704560052676,9,No,Moderate,1,1,0,0,4.25
2236,22,Male,Asian,No,19.61296439128099,2,Yes,Very Low,1,0,0,0,4.64
2237,19,Female,Asian,Some College,7.005447413386552,4,No,High,0,0,0,0,4.19
2238,22,Female,African American,Bachelor's,9.043658787202158,23,No,Very High,1,1,0,0,3.02
2239,19,Female,Asian,Bachelor's,2.6703110270563912,28,No,High,0,0,0,0,2.15
2240,21,Male,Caucasian,No,0.9591546487397529,12,No,High,1,0,1,0,3.67
2241,19,Male,Caucasian,No,15.508190291849893,7,Yes,High,0,1,0,0,4.37
2242,22,Female,Caucasian,High School,11.413663501439572,21,Yes,Very High,0,0,1,0,3.5
2243,21,Female,Caucasian,Bachelor's,15.214096120877901,20,No,Very Low,0,0,0,1,2.75
2244,21,Female,Caucasian,High School,2.9972559777310326,28,No,High,1,1,0,0,2.39
2245,21,Male,Other,Some College,11.436575423653819,1,No,High,1,0,0,0,4.6
2246,22,Male,Caucasian,High School,5.072849486827511,8,No,Very Low,0,1,0,0,3.49
2247,20,Female,Caucasian,Some College,4.561236338000398,16,No,Moderate,1,0,0,1,3.26
2248,20,Male,Caucasian,High School,0.23052028105970512,26,No,Moderate,0,0,0,0,2.08
2249,20,Female,Caucasian,Some College,2.606814471381438,17,No,High,1,0,0,1,3.43
2250,22,Male,Other,High School,6.185362229993907,12,No,Very Low,0,0,0,0,2.9
2251,21,Male,Caucasian,Some College,2.337575211818781,0,Yes,High,0,0,0,0,4.41
2252,20,Female,Caucasian,High School,19.71716880821875,11,No,Low,0,0,0,0,3.64
2253,22,Female,Asian,Some College,6.172652970479014,19,No,Moderate,0,0,1,0,2.86
2254,20,Female,Caucasian,Bachelor's,2.6064789340465633,19,No,High,0,0,0,1,2.52
2255,19,Female,Caucasian,High School,3.981646256559155,20,No,Moderate,1,0,0,0,3.14
2256,20,Male,Caucasian,Bachelor's,11.75406456682953,4,Yes,Moderate,0,0,0,0,4.38
2257,20,Male,African American,Some College,1.2808704772957702,7,No,Very Low,1,0,0,0,3.36
2258,21,Male,Other,High School,17.248682602823138,26,Yes,High,1,0,0,0,2.84
2259,22,Female,Asian,Some College,19.229993584742946,14,No,Very High,0,0,0,0,3.5
2260,21,Male,Caucasian,High School,4.934948413347618,26,Yes,Very High,0,0,0,0,2.67
2261,21,Female,Asian,Some College,9.001905371817188,2,Yes,High,1,1,0,0,4.99
2262,21,Male,Caucasian,Some College,0.4426890205899414,5,No,Low,1,0,0,0,3.74
2263,21,Female,Caucasian,High School,12.81420449454443,27,No,Low,1,0,1,0,2.46
2264,21,Female,Caucasian,Some College,8.278521161051778,12,Yes,Low,1,1,1,0,4.03
2265,20,Male,Caucasian,Bachelor's,5.401169322031114,11,No,Moderate,0,0,1,0,3.57
2266,21,Female,African American,Bachelor's,4.1367422123321695,18,No,Low,1,0,0,0,2.89
2267,21,Female,African American,Some College,13.080461553175208,28,No,Low,0,0,1,0,2.42
2268,22,Male,Other,Higher,8.32434062064629,17,No,High,0,0,0,0,2.88
2269,19,Female,African American,Some College,3.5931857805982403,23,No,Moderate,1,0,0,1,2.69
2270,20,Female,African American,High School,13.782181629736481,0,No,High,1,0,0,0,4.88
2271,20,Female,Caucasian,Bachelor's,11.301445660733872,24,No,Very High,1,1,0,0,2.91
2272,20,Male,Caucasian,Some College,17.173441098589922,26,No,High,0,0,1,0,2.72
2273,21,Male,African American,Some College,2.349517977529858,6,Yes,High,1,0,0,0,3.88
2274,21,Female,Caucasian,Some College,15.713332038889122,11,No,High,1,0,0,0,3.84
2275,21,Male,Asian,Bachelor's,13.47033573634518,9,Yes,Moderate,1,0,0,0,3.98
2276,22,Female,Caucasian,Bachelor's,2.3002187365619564,28,Yes,Very Low,0,0,0,0,2.29
2277,19,Female,Caucasian,Some College,13.896414597434415,11,Yes,Very Low,1,1,0,0,3.8
2278,21,Female,Caucasian,High School,8.830945777596607,10,Yes,Low,0,1,1,0,3.95
2279,19,Female,Caucasian,Some College,18.899695711116863,3,Yes,High,1,1,0,0,5.0
2280,22,Female,Caucasian,Some College,2.8322270123579862,18,Yes,Very High,1,0,0,0,3.06
2281,20,Male,Asian,High School,12.85666781631476,5,No,Very High,1,1,0,0,4.57
2282,21,Female,Caucasian,Some College,7.6396009092589185,24,No,Very Low,0,0,0,1,2.1
2283,19,Male,African American,Some College,19.136293411817554,8,Yes,Very High,0,0,0,0,4.2
2284,19,Male,Caucasian,High School,6.59949790580553,19,No,Moderate,0,0,0,0,2.71
2285,21,Female,Caucasian,High School,19.243718189836002,9,Yes,High,0,1,0,0,4.25
2286,20,Female,Caucasian,High School,18.02971702201498,4,Yes,Low,1,0,0,0,4.29
2287,20,Male,Asian,Bachelor's,5.407664706213127,26,No,Very Low,0,0,0,0,2.0
2288,20,Male,Caucasian,High School,16.070835536528556,12,Yes,Moderate,0,1,0,1,4.06
2289,22,Male,Asian,High School,19.91208403607012,8,No,High,1,0,1,1,4.41
2290,19,Female,Caucasian,Some College,5.053260043425647,1,No,Low,0,0,1,0,4.56
2291,19,Male,Asian,High School,8.735543386466393,17,No,Low,1,0,0,1,3.1
2292,19,Female,Caucasian,No,10.403614731335193,20,No,Very High,0,0,0,0,3.16
2293,22,Female,African American,High School,5.898622716077286,0,No,Very High,0,0,0,0,4.66
2294,19,Female,African American,Some College,0.3052967929205952,23,No,Very Low,1,0,0,0,2.14
2295,22,Male,Other,Some College,4.402584883950533,20,No,High,0,0,0,0,3.01
2296,20,Female,Caucasian,High School,5.638737686835169,11,Yes,Moderate,0,1,0,0,3.61
2297,21,Female,Caucasian,Some College,8.871994026363744,9,No,Moderate,0,1,0,1,3.85
2298,19,Female,Caucasian,Higher,3.4220495682680374,1,No,Moderate,0,1,0,0,4.4
2299,19,Female,Asian,High School,17.465087133833453,27,No,Moderate,1,0,0,0,2.34
2300,20,Female,African American,High School,14.098222654626722,8,Yes,Moderate,1,0,0,0,4.11
2301,21,Male,Asian,High School,1.7040095511932396,1,Yes,Moderate,0,0,0,0,4.25
2302,22,Female,Caucasian,Some College,13.001849022798629,22,No,Moderate,1,1,0,1,2.88
2303,21,Female,Caucasian,Some College,13.073129528112409,23,No,High,1,1,1,0,3.25
2304,20,Male,Caucasian,High School,19.124423472872554,29,Yes,High,1,1,0,0,3.22
2305,20,Female,Other,Some College,0.060417427123224954,21,No,Moderate,0,0,0,1,2.39
2306,21,Male,African American,No,4.958648996116144,13,No,Low,1,0,0,0,3.46
2307,22,Female,Other,Some College,18.55582958750631,10,No,High,0,1,0,0,4.11
2308,22,Male,Caucasian,Some College,18.64267830796566,22,No,High,1,0,0,0,2.94
2309,19,Male,African American,High School,14.411728387412747,10,Yes,High,1,0,0,0,4.07
2310,22,Female,African American,Some College,15.315266420950799,16,No,Moderate,0,1,0,0,3.44
2311,21,Female,Caucasian,High School,1.8296591585929423,3,No,Low,0,0,0,0,4.05
2312,20,Female,Asian,Some College,10.277516695564673,12,No,High,0,0,0,0,3.67
2313,19,Male,Other,No,4.6316598257799875,6,Yes,Moderate,0,0,1,0,3.96
2314,19,Male,Asian,Bachelor's,3.6243608722723453,15,Yes,Very High,0,0,1,0,3.65
2315,20,Male,Asian,High School,16.20606598246665,0,Yes,High,1,0,0,0,4.5
2316,22,Female,Caucasian,Bachelor's,2.7007627336109485,12,No,Low,0,0,0,0,3.29
2317,20,Male,Caucasian,High School,9.373032739927705,0,No,Moderate,0,1,1,1,4.47
2318,22,Male,Other,Some College,18.77156479172066,10,Yes,High,0,0,0,0,3.92
2319,20,Female,Caucasian,High School,3.716641111306851,5,No,Moderate,0,0,0,0,3.77
2320,21,Male,Asian,Bachelor's,19.55986847476469,19,Yes,Moderate,0,0,0,0,3.12
2321,22,Male,Asian,High School,19.88575971522118,2,No,High,1,0,0,0,4.64
2322,21,Female,African American,High School,11.112343093648057,11,No,High,0,0,0,0,3.8
2323,19,Male,Other,Some College,3.4028548035431583,4,No,Low,1,1,1,1,3.89
2324,20,Female,Caucasian,No,6.322097758817913,8,Yes,Moderate,0,0,0,0,3.83
2325,19,Female,Caucasian,High School,8.489856653530703,25,Yes,Very High,1,0,0,0,2.96
2326,19,Female,Caucasian,Bachelor's,6.186484487164458,25,No,Very High,0,1,0,0,2.82
2327,19,Female,Caucasian,Higher,5.612711597530316,11,No,High,1,0,0,0,3.64
2328,19,Female,Caucasian,High School,19.44459418432715,29,Yes,Very High,1,0,1,0,3.19
2329,20,Male,Caucasian,Bachelor's,3.067296548314913,29,No,Moderate,1,0,0,0,2.36
2330,19,Male,Asian,Some College,14.666558174337245,27,Yes,Moderate,1,0,0,0,2.91
2331,20,Female,Other,High School,0.008205788783497425,26,No,Moderate,1,0,0,0,2.2
2332,20,Female,Caucasian,Some College,11.923653388047537,9,No,Low,1,0,0,0,4.03
2333,21,Male,Caucasian,Some College,18.31886007908105,18,No,Moderate,1,0,0,0,3.15
2334,22,Female,Other,Higher,5.75868188186438,4,No,Moderate,1,1,0,1,4.35
2335,22,Female,Caucasian,High School,3.710519505154384,25,No,High,1,0,0,0,2.75
2336,20,Female,Caucasian,Some College,13.033595897568539,4,No,High,0,0,0,1,4.53
2337,21,Male,Caucasian,No,14.252028145967863,8,No,High,0,0,0,0,4.09
2338,20,Male,African American,High School,13.760610379039626,26,No,Moderate,1,0,0,0,2.51
2339,20,Female,Caucasian,No,6.386337600427481,27,No,Low,0,0,0,0,2.25
2340,20,Female,Other,Higher,5.044048043186617,25,Yes,Moderate,1,0,0,0,2.67
2341,21,Male,Caucasian,Bachelor's,19.118375999240882,26,No,High,0,1,1,0,3.13
2342,22,Male,African American,Some College,18.46599016539859,19,No,Low,0,1,1,0,3.28
2343,21,Female,Caucasian,Some College,9.146332197856406,16,No,Moderate,1,0,0,1,3.48
2344,19,Female,Caucasian,High School,16.923877323087467,9,No,Moderate,0,1,0,0,3.97
2345,21,Male,African American,High School,9.04646955268592,20,Yes,High,0,0,0,0,3.25
2346,21,Male,Asian,High School,8.487780361450207,0,No,High,0,0,0,0,4.32
2347,21,Male,Asian,High School,3.135258951985893,21,Yes,High,0,1,0,1,3.23
2348,21,Female,African American,Some College,8.528121129839457,27,No,Moderate,1,1,0,0,2.25
2349,22,Male,Other,Some College,10.74833877199614,15,No,Moderate,0,0,1,1,3.44
2350,19,Female,Asian,No,0.4500865485737293,25,No,Low,1,0,0,0,2.34
2351,22,Male,Asian,No,8.882260103508129,25,Yes,Low,0,0,0,0,2.53
2352,22,Male,Caucasian,High School,15.627124367904006,14,Yes,Low,1,0,0,1,3.31
2353,21,Male,Caucasian,Some College,13.600921127485396,22,No,Low,0,1,0,0,2.73
2354,20,Male,Caucasian,Bachelor's,12.7031397772787,16,Yes,Low,0,0,0,1,3.45
2355,20,Female,African American,Some College,18.19110856874405,25,No,Low,0,0,1,0,2.52
2356,22,Female,Caucasian,Bachelor's,0.3606401965046002,19,Yes,Low,0,0,0,0,2.55
2357,22,Male,Caucasian,Some College,11.140951723844683,24,No,High,0,0,0,1,2.51
2358,21,Female,Asian,High School,15.746976968194142,12,No,Very High,1,1,0,0,4.27
2359,22,Male,Asian,High School,10.826707654025345,0,No,High,0,1,1,0,4.8
2360,21,Male,Other,Bachelor's,6.477911051607583,24,Yes,Very Low,0,0,0,0,2.63
2361,20,Male,Caucasian,Some College,2.725011301839557,7,Yes,Moderate,0,0,0,0,3.94
2362,20,Male,African American,High School,17.751261436323826,4,Yes,High,1,0,0,0,4.53
2363,19,Female,Caucasian,Some College,9.41524784775206,5,Yes,Low,0,0,0,0,4.3
2364,20,Male,Caucasian,Some College,17.562303939714027,22,No,High,0,0,0,0,2.88
2365,22,Male,Caucasian,Some College,11.717042448663367,19,Yes,Moderate,0,0,0,0,3.01
2366,20,Female,Caucasian,Bachelor's,13.483842332300016,29,Yes,Very High,1,0,0,0,2.84
2367,21,Male,Caucasian,Some College,16.085223087569002,13,No,High,1,0,1,0,3.93
2368,20,Male,Asian,Some College,13.183110892002688,21,No,High,0,1,0,0,3.22
2369,19,Male,Caucasian,No,7.961096813578754,22,No,High,0,0,0,1,2.7
2370,20,Female,Asian,No,10.27266767857302,10,Yes,Low,0,1,0,1,4.03
2371,21,Male,African American,High School,16.060910493517596,5,Yes,Low,1,0,0,0,4.22
2372,21,Female,Caucasian,No,7.473005927459684,10,Yes,Moderate,0,1,0,0,3.7
2373,22,Male,Caucasian,Some College,7.762429135369942,12,Yes,Low,1,0,0,0,3.32
2374,20,Male,Caucasian,Some College,1.913802321160023,11,Yes,Low,0,1,0,0,3.52
2375,21,Female,African American,High School,18.291688704434954,21,Yes,Moderate,0,0,0,0,3.26
2376,19,Male,Caucasian,Bachelor's,1.8207262989088346,1,Yes,High,0,1,1,0,4.74
2377,22,Male,Caucasian,High School,12.964183548971118,20,No,Very Low,1,1,0,0,3.02
2378,19,Female,Caucasian,High School,8.263889576055954,2,No,Low,1,0,0,0,4.11
2379,20,Female,African American,High School,8.112387805108847,22,No,Moderate,1,0,0,0,2.98
2380,20,Female,Other,High School,13.591036731453679,3,Yes,Moderate,0,1,0,1,4.54
2381,20,Female,Caucasian,High School,1.3418746525975744,16,No,Low,0,1,0,0,3.03
2382,22,Female,Asian,Some College,11.874115659028693,27,No,Very High,0,1,0,0,2.55
2383,21,Male,African American,Some College,15.440635719447096,27,No,Moderate,0,1,0,0,2.3
2384,22,Female,Other,Higher,16.564255157731886,21,No,Moderate,0,1,1,0,3.3
2385,19,Male,Asian,No,3.410607787875506,5,No,Very Low,0,0,0,0,3.96
2386,22,Male,African American,High School,17.948381001563472,6,No,Moderate,0,0,1,1,4.24
2387,19,Male,African American,No,13.122921836948844,14,No,High,0,0,0,0,3.6
2388,22,Female,Asian,Some College,17.637096016413658,10,No,Low,1,0,1,0,4.03
2389,21,Female,Caucasian,No,9.705614342203965,23,No,Moderate,0,0,0,0,2.61
2390,19,Male,Caucasian,Bachelor's,10.84066690194404,2,No,Very Low,1,0,0,0,3.89
2391,20,Female,Caucasian,Some College,18.38076554057342,29,No,Very High,0,0,0,0,2.68
2392,20,Female,Asian,Some College,17.998190867093435,5,No,Very Low,1,0,0,0,4.29
2393,22,Female,Asian,Some College,8.96321746738004,25,No,High,0,0,0,1,2.63
2394,20,Female,Caucasian,High School,5.488252632713635,1,No,Moderate,0,0,0,0,4.13
2395,19,Male,African American,High School,7.863408691285283,28,Yes,Moderate,1,0,0,0,2.59
2396,20,Male,Caucasian,High School,7.755286570594995,13,No,High,0,0,0,1,3.41
2397,21,Female,Caucasian,Some College,5.7373374996558795,8,No,Low,1,1,0,0,4.03
2398,21,Male,Other,High School,5.371592086659332,17,No,Moderate,1,0,0,0,3.14
2399,22,Female,Caucasian,High School,17.22125872959439,18,No,Moderate,0,1,0,0,3.41
2400,19,Female,Caucasian,Higher,1.3972384136932336,11,No,Very Low,1,0,1,0,3.53
2401,21,Male,African American,No,13.552223641991883,12,No,High,1,0,0,0,3.89
2402,21,Male,Asian,Bachelor's,3.456401029129046,25,No,Very Low,0,0,0,0,2.1
2403,19,Male,Caucasian,Some College,6.890117867881265,11,No,High,1,0,0,0,3.48
2404,20,Female,African American,High School,1.2308606826967372,11,No,Moderate,1,0,1,0,3.65
2405,20,Male,African American,High School,5.399472737109241,17,Yes,Low,0,0,1,0,3.29
2406,22,Female,Caucasian,High School,15.368421422344841,8,No,High,0,1,0,0,3.88
2407,20,Male,Caucasian,Some College,17.700306490945174,16,Yes,Moderate,0,1,1,0,3.83
2408,19,Male,African American,Some College,4.430543038047341,20,No,Moderate,1,1,0,0,3.02
2409,21,Female,Caucasian,Some College,9.270956785178438,15,No,Moderate,1,1,0,1,3.16
2410,20,Female,Other,Bachelor's,9.406480958744128,16,No,Low,1,0,0,1,3.21
2411,22,Female,Asian,Some College,17.471506115194686,20,Yes,High,0,0,0,0,3.52
2412,20,Female,Other,High School,15.255981057516108,23,No,Moderate,0,0,0,1,2.74
2413,19,Female,Caucasian,High School,10.261544367360997,7,No,Low,1,0,0,1,3.55
2414,22,Female,Other,Bachelor's,13.414944009435468,10,No,High,0,1,0,0,3.98
2415,20,Female,Caucasian,High School,16.947101078187337,23,No,Very Low,1,1,0,0,3.01
2416,22,Female,Caucasian,No,0.19077908051089887,1,Yes,Low,1,1,0,0,4.29
2417,19,Male,Caucasian,Some College,8.057800621000972,7,No,Moderate,0,1,0,0,3.89
2418,21,Female,Caucasian,Some College,18.144863345541573,11,No,High,0,0,0,0,3.76
2419,19,Female,African American,Bachelor's,14.806260616879028,20,No,Very High,0,0,0,0,3.19
2420,19,Male,Caucasian,Some College,10.856827486681492,0,No,High,1,0,1,0,4.67
2421,19,Female,Caucasian,No,10.592890540702669,22,No,Moderate,1,1,0,0,3.2
2422,19,Male,African American,Bachelor's,6.955401952088756,12,No,High,1,1,0,0,3.98
2423,21,Male,Caucasian,High School,10.41041067283029,21,No,Moderate,0,0,0,1,2.68
2424,21,Female,African American,High School,13.107663989269065,20,Yes,Low,0,0,0,0,3.18
2425,22,Male,Caucasian,Some College,8.36726076857586,16,No,Very High,1,0,1,0,3.34
2426,20,Female,Asian,No,14.28306292784348,13,Yes,Low,0,0,0,0,3.41
2427,21,Male,Asian,Some College,17.224644545207717,13,No,Moderate,1,1,0,0,3.92
2428,21,Male,Caucasian,High School,3.0936969636972234,15,No,High,0,0,0,0,3.18
2429,20,Male,Caucasian,Some College,9.030940456348489,16,No,High,0,0,1,0,3.36
2430,21,Female,Caucasian,High School,8.160401825701623,5,Yes,Very Low,0,0,0,0,3.94
2431,19,Female,Asian,Some College,13.749296080994561,25,No,Very Low,0,1,0,1,2.4
2432,19,Male,Caucasian,Bachelor's,4.997349305158587,27,No,Moderate,1,0,0,0,2.54
2433,20,Male,Caucasian,High School,12.805018299045525,6,No,Moderate,0,0,0,1,4.05
2434,22,Female,Caucasian,High School,17.54978483462976,25,Yes,Moderate,1,0,0,0,2.95
2435,22,Female,Caucasian,High School,8.362631995872453,25,No,Moderate,0,0,0,0,2.56
2436,20,Male,Caucasian,High School,18.220313999584402,0,No,Very High,0,0,0,0,4.81
2437,20,Male,Asian,Some College,19.86327477866957,24,No,Low,0,1,1,0,2.87
2438,19,Female,Caucasian,Some College,2.1218409989590414,14,Yes,Moderate,0,1,0,0,3.4
2439,22,Female,Caucasian,High School,4.661063759697173,19,Yes,Moderate,0,0,0,0,2.81
2440,21,Female,Asian,High School,19.007595029641863,20,No,Low,1,0,0,0,2.98
2441,19,Female,Asian,High School,19.166553729627736,17,No,Low,0,1,0,0,3.28
2442,20,Female,Caucasian,Some College,1.95414550773517,29,Yes,Very High,0,0,0,0,2.41
2443,22,Male,Caucasian,High School,0.2999700075427336,27,Yes,High,0,0,0,0,2.26
2444,21,Female,Caucasian,Higher,3.222000465128445,25,No,Low,0,0,0,1,2.2
2445,21,Male,Other,Some College,19.920255667644966,12,Yes,High,0,0,0,0,3.88
2446,19,Female,Caucasian,High School,3.5999923322137373,23,No,Low,1,0,0,0,2.4
2447,22,Male,Other,Some College,10.050952134440463,29,No,High,0,1,1,0,2.62
2448,22,Female,African American,Bachelor's,16.96835452861022,1,Yes,Very Low,0,1,0,0,4.56
2449,20,Female,African American,Some College,0.4080322137641268,18,No,High,1,0,0,0,3.01
2450,22,Male,Caucasian,High School,12.08977964516919,14,Yes,Very Low,0,1,0,1,3.52
2451,22,Male,Caucasian,High School,5.540508977392486,11,No,Moderate,0,0,1,0,3.33
2452,19,Female,Caucasian,Bachelor's,17.246698328794633,14,No,High,0,0,1,0,3.49
2453,22,Female,Caucasian,Some College,5.669222985281584,24,Yes,Low,0,0,1,0,2.57
2454,21,Female,African American,Some College,13.735114405638178,17,No,Moderate,0,0,0,0,3.12
2455,19,Female,Other,Bachelor's,13.484392648947939,13,No,Very Low,1,1,0,0,3.62
2456,19,Female,African American,Bachelor's,4.429870977192801,5,Yes,High,1,1,0,1,4.33
2457,20,Male,Asian,Bachelor's,0.6959839973670023,11,No,Moderate,1,1,0,0,3.5
2458,22,Male,Caucasian,No,8.184991475707946,19,No,Moderate,0,0,0,1,3.02
2459,20,Female,Caucasian,Some College,5.783863039317394,22,Yes,Very High,1,0,0,0,2.98
2460,21,Male,Caucasian,Some College,16.179554992274173,29,No,Moderate,0,0,0,0,2.44
2461,19,Male,African American,Some College,16.007283769106905,29,Yes,Very Low,0,1,1,0,2.51
2462,19,Male,Other,Some College,9.14047904385251,5,Yes,High,0,0,0,0,4.11
2463,19,Female,African American,High School,12.13024450646438,25,No,High,0,0,1,0,2.56
2464,21,Male,Caucasian,Some College,12.085190319738503,29,No,Very High,1,0,0,1,2.54
2465,21,Female,Caucasian,Some College,16.543162968552465,8,Yes,Low,1,0,0,0,4.2
2466,20,Male,African American,No,8.50004828246395,29,No,Moderate,1,1,0,0,2.41
2467,20,Female,Caucasian,Some College,5.5089335958101815,24,No,High,1,1,0,0,2.97
2468,20,Male,Asian,High School,5.30069836281095,25,No,High,1,1,0,1,2.89
2469,22,Female,Asian,High School,10.723845585644083,3,No,High,0,1,0,1,4.5
2470,19,Female,African American,No,8.98296405464425,16,No,Low,0,0,0,0,3.12
2471,19,Male,Caucasian,Some College,8.802415419698724,1,Yes,Low,1,0,1,0,4.48
2472,20,Female,Caucasian,Some College,1.8227467817941445,15,Yes,Low,0,0,0,0,3.21
2473,19,Female,Caucasian,Some College,14.372074813803913,23,No,Very High,1,1,0,0,3.54
2474,20,Female,Caucasian,Some College,4.274733759638214,13,No,Low,0,0,0,0,3.26
2475,22,Female,Caucasian,Bachelor's,3.9390726041744273,25,No,Moderate,0,0,1,0,2.37
2476,22,Female,African American,High School,8.255166405547868,7,No,Moderate,0,0,0,1,3.67
2477,21,Female,African American,High School,4.555566832356028,13,Yes,Moderate,1,0,1,0,3.69
2478,22,Female,Caucasian,Bachelor's,11.677165346160308,1,Yes,Moderate,0,0,0,0,4.59
2479,20,Female,Caucasian,High School,7.42926678668943,15,Yes,High,1,0,0,0,3.62
2480,22,Male,Caucasian,Higher,8.978234451855801,3,No,Moderate,0,1,0,0,4.06
2481,21,Male,Caucasian,Bachelor's,10.743386432080577,0,No,Low,1,0,0,1,4.49
2482,19,Female,Asian,Some College,4.070710449636097,22,No,Moderate,0,0,0,0,2.68
2483,20,Female,Caucasian,Higher,3.115032457310596,19,No,High,0,1,0,0,2.88
2484,19,Male,Caucasian,No,17.608438057472096,26,No,Very High,0,0,0,0,2.92
2485,21,Male,Caucasian,High School,8.674474056628421,13,Yes,High,0,0,1,0,3.75
2486,21,Male,Asian,Some College,8.241872192650783,7,Yes,High,0,0,0,0,4.13
2487,21,Female,African American,High School,0.7122430054568296,24,Yes,Moderate,1,0,0,0,2.73
2488,19,Male,Caucasian,Bachelor's,9.959526051747865,27,Yes,High,0,0,0,1,2.64
2489,19,Female,African American,No,11.083394432220002,24,No,Very High,0,0,0,0,2.71
2490,19,Female,Asian,Some College,11.17681741909333,2,No,Moderate,0,1,0,0,4.43
2491,19,Male,Other,Some College,14.140623386457687,4,No,Very Low,0,0,0,0,3.9
2492,21,Female,Caucasian,Some College,3.5496366998202356,5,No,Very High,0,0,0,0,4.08
2493,21,Female,Asian,High School,5.044462684612377,21,No,High,0,0,0,0,2.71
2494,20,Female,Other,High School,16.214609304608253,25,Yes,Moderate,0,1,0,0,2.99
2495,20,Female,Other,Bachelor's,18.94341233686788,7,No,Very High,0,1,1,0,4.49
2496,19,Male,African American,High School,2.7186549473464128,5,No,Moderate,0,0,1,0,3.75
2497,22,Male,African American,Bachelor's,9.952991090104364,5,No,Moderate,1,0,0,0,4.18
2498,22,Female,Caucasian,Some College,4.2835250547917365,3,No,High,0,1,1,0,4.51
2499,21,Female,Asian,Some College,1.2014633670996488,6,No,Low,0,0,0,0,3.63
2500,21,Male,African American,Some College,6.510066762522708,29,No,High,0,0,0,1,2.16
2501,21,Female,African American,High School,2.873752503684255,29,No,Low,0,0,0,0,2.0
2502,20,Male,Caucasian,Some College,14.198661468684925,23,Yes,Low,0,0,0,0,2.67
2503,20,Female,Asian,Bachelor's,10.674508273428888,18,No,Moderate,1,0,1,0,3.37
2504,21,Female,Asian,Some College,2.8766894198062176,6,No,Moderate,0,0,0,0,3.85
2505,21,Male,Caucasian,Higher,0.18483176811028734,2,No,Low,1,0,0,0,3.99
2506,21,Male,Asian,Some College,16.163140980484254,7,Yes,Very High,0,0,0,0,4.37
2507,22,Male,African American,High School,3.5238881232849506,0,No,Moderate,1,0,0,0,4.18
2508,20,Male,Asian,High School,12.12433284441532,0,Yes,Low,1,0,1,0,4.8
2509,22,Female,Caucasian,Higher,6.738438261534911,13,Yes,Moderate,0,1,0,0,3.58
2510,22,Male,Caucasian,High School,11.709718766300712,5,Yes,High,0,0,0,0,3.91
2511,21,Female,Other,Bachelor's,6.31307253964648,9,No,Moderate,0,0,0,1,3.59
2512,21,Male,Caucasian,Bachelor's,1.7387912138450834,24,No,Low,1,0,0,0,2.36
2513,19,Male,Asian,High School,4.459000171155072,27,No,Low,0,0,0,0,2.0
2514,19,Female,Caucasian,No,3.761171329581512,13,No,Moderate,0,0,0,0,3.36
2515,22,Male,African American,Some College,8.560387048792876,3,No,Moderate,0,0,0,1,4.01
